,발행회차,발행일자,기준월,만기전상환율
517,MBS 2008-03,2008-03-27,2008-10,0.53
518,MBS 2008-03,2008-03-27,2008-09,0.65
519,MBS 2008-03,2008-03-27,2008-08,0.51
520,MBS 2008-03,2008-03-27,2008-07,0.77
521,MBS 2008-03,2008-03-27,2008-06,0.67
522,MBS 2008-03,2008-03-27,2008-05,0.8
523,MBS 2008-03,2008-03-27,2008-04,0.74
524,MBS 2008-03,2008-03-27,2008-03,0.0
525,MBS 2008-02,2008-03-07,2010-12,5.91
526,MBS 2008-02,2008-03-07,2010-11,8.17
527,MBS 2008-02,2008-03-07,2010-10,3.56
528,MBS 2008-02,2008-03-07,2010-09,2.38
529,MBS 2008-02,2008-03-07,2010-08,2.11
530,MBS 2008-02,2008-03-07,2010-07,3.41
531,MBS 2008-02,2008-03-07,2010-06,3.28
532,MBS 2008-02,2008-03-07,2010-05,2.65
533,MBS 2008-02,2008-03-07,2010-04,1.95
534,MBS 2008-02,2008-03-07,2010-03,1.86
535,MBS 2008-02,2008-03-07,2010-02,1.29
536,MBS 2008-02,2008-03-07,2010-01,1.39
537,MBS 2008-02,2008-03-07,2009-12,1.29
538,MBS 2008-02,2008-03-07,2009-11,1.92
539,MBS 2008-02,2008-03-07,2009-10,1.83
540,MBS 2008-02,2008-03-07,2009-09,1.87
541,MBS 2008-02,2008-03-07,2009-08,1.63
542,MBS 2008-02,2008-03-07,2009-07,1.62
543,MBS 2008-02,2008-03-07,2009-06,1.55
544,MBS 2008-02,2008-03-07,2009-05,1.39
545,MBS 2008-02,2008-03-07,2009-04,1.41
546,MBS 2008-02,2008-03-07,2009-03,1.31
547,MBS 2008-02,2008-03-07,2009-02,1.2
548,MBS 2008-02,2008-03-07,2009-01,0.63
549,MBS 2008-02,2008-03-07,2008-12,0.3
550,MBS 2008-02,2008-03-07,2008-11,0.69
551,MBS 2008-02,2008-03-07,2008-10,0.75
552,MBS 2008-02,2008-03-07,2008-09,0.58
553,MBS 2008-02,2008-03-07,2008-08,0.79
554,MBS 2008-02,2008-03-07,2008-07,0.86
555,MBS 2008-02,2008-03-07,2008-06,0.83
556,MBS 2008-02,2008-03-07,2008-05,0.9
557,MBS 2008-02,2008-03-07,2008-04,0.54
558,MBS 2008-02,2008-03-07,2008-03,0.0
559,MBS 2008-01,2008-02-26,2010-12,4.42
560,MBS 2008-01,2008-02-26,2010-11,4.96
561,MBS 2008-01,2008-02-26,2010-10,4.78
562,MBS 2008-01,2008-02-26,2010-09,4.69
563,MBS 2008-01,2008-02-26,2010-08,3.04
564,MBS 2008-01,2008-02-26,2010-07,2.86
565,MBS 2008-01,2008-02-26,2010-06,2.23
566,MBS 2008-01,2008-02-26,2010-05,1.85
567,MBS 2008-01,2008-02-26,2010-04,1.92
568,MBS 2008-01,2008-02-26,2010-03,1.78
569,MBS 2008-01,2008-02-26,2010-02,1.74
570,MBS 2008-01,2008-02-26,2010-01,1.06
571,MBS 2008-01,2008-02-26,2009-12,1.55
572,MBS 2008-01,2008-02-26,2009-11,1.45
573,MBS 2008-01,2008-02-26,2009-10,1.64
574,MBS 2008-01,2008-02-26,2009-09,1.64
575,MBS 2008-01,2008-02-26,2009-08,1.43
576,MBS 2008-01,2008-02-26,2009-07,1.59
577,MBS 2008-01,2008-02-26,2009-06,1.3
578,MBS 2008-01,2008-02-26,2009-05,1.5
579,MBS 2008-01,2008-02-26,2009-04,1.64
580,MBS 2008-01,2008-02-26,2009-03,1.44
581,MBS 2008-01,2008-02-26,2009-02,0.9
582,MBS 2008-01,2008-02-26,2009-01,0.78
583,MBS 2008-01,2008-02-26,2008-12,0.43
584,MBS 2008-01,2008-02-26,2008-11,0.44
585,MBS 2008-01,2008-02-26,2008-10,0.71
586,MBS 2008-01,2008-02-26,2008-09,0.9
587,MBS 2008-01,2008-02-26,2008-08,0.69
588,MBS 2008-01,2008-02-26,2008-07,0.76
589,MBS 2008-01,2008-02-26,2008-06,0.86
590,MBS 2008-01,2008-02-26,2008-05,0.72
591,MBS 2008-01,2008-02-26,2008-04,0.83
592,MBS 2008-01,2008-02-26,2008-03,0.52
593,MBS 2007-06,2007-10-25,2010-12,3.57
594,MBS 2007-06,2007-10-25,2010-11,5.04
595,MBS 2007-06,2007-10-25,2010-10,4.7
596,MBS 2007-06,2007-10-25,2010-09,4.27
597,MBS 2007-06,2007-10-25,2010-08,4.79
598,MBS 2007-06,2007-10-25,2010-07,3.96
599,MBS 2007-06,2007-10-25,2010-06,2.18
600,MBS 2007-06,2007-10-25,2010-05,1.83
601,MBS 2007-06,2007-10-25,2010-04,2.21
602,MBS 2007-06,2007-10-25,2010-03,1.64
603,MBS 2007-06,2007-10-25,2010-02,1.25
604,MBS 2007-06,2007-10-25,2010-01,1.27
605,MBS 2007-06,2007-10-25,2009-12,1.5
606,MBS 2007-06,2007-10-25,2009-11,1.48
607,MBS 2007-06,2007-10-25,2009-10,2.12
608,MBS 2007-06,2007-10-25,2009-09,1.38
609,MBS 2007-06,2007-10-25,2009-08,1.35
610,MBS 2007-06,2007-10-25,2009-07,1.83
611,MBS 2007-06,2007-10-25,2009-06,1.43
612,MBS 2007-06,2007-10-25,2009-05,1.72
613,MBS 2007-06,2007-10-25,2009-04,1.38
614,MBS 2007-06,2007-10-25,2009-03,1.64
615,MBS 2007-06,2007-10-25,2009-02,1.24
616,MBS 2007-06,2007-10-25,2009-01,0.66
617,MBS 2007-06,2007-10-25,2008-12,0.4
618,MBS 2007-06,2007-10-25,2008-11,0.3
619,MBS 2007-06,2007-10-25,2008-10,0.39
620,MBS 2007-06,2007-10-25,2008-09,0.87
621,MBS 2007-06,2007-10-25,2008-08,1.15
622,MBS 2007-06,2007-10-25,2008-07,1.0
623,MBS 2007-06,2007-10-25,2008-06,0.73
624,MBS 2007-06,2007-10-25,2008-05,0.6
625,MBS 2007-06,2007-10-25,2008-04,0.67
626,MBS 2007-06,2007-10-25,2008-03,0.87
627,MBS 2007-06,2007-10-25,2008-02,0.37
628,MBS 2007-06,2007-10-25,2008-01,0.3
629,MBS 2007-06,2007-10-25,2007-12,0.35
630,MBS 2007-06,2007-10-25,2007-11,0.6
631,MBS 2007-06,2007-10-25,2007-10,0.24
632,MBS 2007-05,2007-09-20,2010-12,3.59
633,MBS 2007-05,2007-09-20,2010-11,3.89
634,MBS 2007-05,2007-09-20,2010-10,2.6
635,MBS 2007-05,2007-09-20,2010-09,2.67
636,MBS 2007-05,2007-09-20,2010-08,4.89
637,MBS 2007-05,2007-09-20,2010-07,5.07
638,MBS 2007-05,2007-09-20,2010-06,3.36
639,MBS 2007-05,2007-09-20,2010-05,1.99
640,MBS 2007-05,2007-09-20,2010-04,1.28
641,MBS 2007-05,2007-09-20,2010-03,1.76
642,MBS 2007-05,2007-09-20,2010-02,1.49
643,MBS 2007-05,2007-09-20,2010-01,1.04
644,MBS 2007-05,2007-09-20,2009-12,1.43
645,MBS 2007-05,2007-09-20,2009-11,1.01
646,MBS 2007-05,2007-09-20,2009-10,1.39
647,MBS 2007-05,2007-09-20,2009-09,1.76
648,MBS 2007-05,2007-09-20,2009-08,1.87
649,MBS 2007-05,2007-09-20,2009-07,1.78
650,MBS 2007-05,2007-09-20,2009-06,1.75
651,MBS 2007-05,2007-09-20,2009-05,1.47
652,MBS 2007-05,2007-09-20,2009-04,1.27
653,MBS 2007-05,2007-09-20,2009-03,1.38
654,MBS 2007-05,2007-09-20,2009-02,1.14
655,MBS 2007-05,2007-09-20,2009-01,0.67
656,MBS 2007-05,2007-09-20,2008-12,0.41
657,MBS 2007-05,2007-09-20,2008-11,0.44
658,MBS 2007-05,2007-09-20,2008-10,0.51
659,MBS 2007-05,2007-09-20,2008-09,0.77
660,MBS 2007-05,2007-09-20,2008-08,0.83
661,MBS 2007-05,2007-09-20,2008-07,1.39
662,MBS 2007-05,2007-09-20,2008-06,0.63
663,MBS 2007-05,2007-09-20,2008-05,0.83
664,MBS 2007-05,2007-09-20,2008-04,0.75
665,MBS 2007-05,2007-09-20,2008-03,0.54
666,MBS 2007-05,2007-09-20,2008-02,0.41
667,MBS 2007-05,2007-09-20,2008-01,0.38
668,MBS 2007-05,2007-09-20,2007-12,0.32
669,MBS 2007-05,2007-09-20,2007-11,0.38
670,MBS 2007-05,2007-09-20,2007-10,0.56
671,MBS 2007-05,2007-09-20,2007-09,0.15
672,MBS 2007-04,2007-08-23,2010-12,3.65
673,MBS 2007-04,2007-08-23,2010-11,3.75
674,MBS 2007-04,2007-08-23,2010-10,2.7
675,MBS 2007-04,2007-08-23,2010-09,2.44
676,MBS 2007-04,2007-08-23,2010-08,2.63
677,MBS 2007-04,2007-08-23,2010-07,4.85
678,MBS 2007-04,2007-08-23,2010-06,3.98
679,MBS 2007-04,2007-08-23,2010-05,3.36
680,MBS 2007-04,2007-08-23,2010-04,2.53
681,MBS 2007-04,2007-08-23,2010-03,2.12
682,MBS 2007-04,2007-08-23,2010-02,1.55
683,MBS 2007-04,2007-08-23,2010-01,1.35
684,MBS 2007-04,2007-08-23,2009-12,1.34
685,MBS 2007-04,2007-08-23,2009-11,1.24
686,MBS 2007-04,2007-08-23,2009-10,1.48
687,MBS 2007-04,2007-08-23,2009-09,1.25
688,MBS 2007-04,2007-08-23,2009-08,1.94
689,MBS 2007-04,2007-08-23,2009-07,1.52
690,MBS 2007-04,2007-08-23,2009-06,1.69
691,MBS 2007-04,2007-08-23,2009-05,1.51
692,MBS 2007-04,2007-08-23,2009-04,1.75
693,MBS 2007-04,2007-08-23,2009-03,1.8
694,MBS 2007-04,2007-08-23,2009-02,0.87
695,MBS 2007-04,2007-08-23,2009-01,0.62
696,MBS 2007-04,2007-08-23,2008-12,0.46
697,MBS 2007-04,2007-08-23,2008-11,0.53
698,MBS 2007-04,2007-08-23,2008-10,0.52
699,MBS 2007-04,2007-08-23,2008-09,0.56
700,MBS 2007-04,2007-08-23,2008-08,0.62
701,MBS 2007-04,2007-08-23,2008-07,1.18
702,MBS 2007-04,2007-08-23,2008-06,1.51
703,MBS 2007-04,2007-08-23,2008-05,0.94
704,MBS 2007-04,2007-08-23,2008-04,0.65
705,MBS 2007-04,2007-08-23,2008-03,0.6
706,MBS 2007-04,2007-08-23,2008-02,0.38
707,MBS 2007-04,2007-08-23,2008-01,0.43
708,MBS 2007-04,2007-08-23,2007-12,0.52
709,MBS 2007-04,2007-08-23,2007-11,0.56
710,MBS 2007-04,2007-08-23,2007-10,0.6
711,MBS 2007-04,2007-08-23,2007-09,0.34
712,MBS 2007-04,2007-08-23,2007-08,0.06
713,MBS 2007-03,2007-07-11,2010-12,2.98
714,MBS 2007-03,2007-07-11,2010-11,3.37
715,MBS 2007-03,2007-07-11,2010-10,2.79
716,MBS 2007-03,2007-07-11,2010-09,2.64
717,MBS 2007-03,2007-07-11,2010-08,2.22
718,MBS 2007-03,2007-07-11,2010-07,3.19
719,MBS 2007-03,2007-07-11,2010-06,2.81
720,MBS 2007-03,2007-07-11,2010-05,2.96
721,MBS 2007-03,2007-07-11,2010-04,3.12
722,MBS 2007-03,2007-07-11,2010-03,2.43
723,MBS 2007-03,2007-07-11,2010-02,1.4
724,MBS 2007-03,2007-07-11,2010-01,0.96
725,MBS 2007-03,2007-07-11,2009-12,1.48
726,MBS 2007-03,2007-07-11,2009-11,1.22
727,MBS 2007-03,2007-07-11,2009-10,1.56
728,MBS 2007-03,2007-07-11,2009-09,1.65
729,MBS 2007-03,2007-07-11,2009-08,1.99
730,MBS 2007-03,2007-07-11,2009-07,1.85
731,MBS 2007-03,2007-07-11,2009-06,1.57
732,MBS 2007-03,2007-07-11,2009-05,1.87
733,MBS 2007-03,2007-07-11,2009-04,1.6
734,MBS 2007-03,2007-07-11,2009-03,1.6
735,MBS 2007-03,2007-07-11,2009-02,1.04
736,MBS 2007-03,2007-07-11,2009-01,0.66
737,MBS 2007-03,2007-07-11,2008-12,0.46
738,MBS 2007-03,2007-07-11,2008-11,0.42
739,MBS 2007-03,2007-07-11,2008-10,0.84
740,MBS 2007-03,2007-07-11,2008-09,0.72
741,MBS 2007-03,2007-07-11,2008-08,0.51
742,MBS 2007-03,2007-07-11,2008-07,1.02
743,MBS 2007-03,2007-07-11,2008-06,1.05
744,MBS 2007-03,2007-07-11,2008-05,1.12
745,MBS 2007-03,2007-07-11,2008-04,1.23
746,MBS 2007-03,2007-07-11,2008-03,1.17
747,MBS 2007-03,2007-07-11,2008-02,0.54
748,MBS 2007-03,2007-07-11,2008-01,0.61
749,MBS 2007-03,2007-07-11,2007-12,0.47
750,MBS 2007-03,2007-07-11,2007-11,0.57
751,MBS 2007-03,2007-07-11,2007-10,0.51
752,MBS 2007-03,2007-07-11,2007-09,0.35
753,MBS 2007-03,2007-07-11,2007-08,0.43
754,MBS 2007-03,2007-07-11,2007-07,0.2
755,MBS 2007-02,2007-04-24,2010-12,3.3
756,MBS 2007-02,2007-04-24,2010-11,3.76
757,MBS 2007-02,2007-04-24,2010-10,1.63
758,MBS 2007-02,2007-04-24,2010-09,1.38
759,MBS 2007-02,2007-04-24,2010-08,2.48
760,MBS 2007-02,2007-04-24,2010-07,2.73
761,MBS 2007-02,2007-04-24,2010-06,2.14
762,MBS 2007-02,2007-04-24,2010-05,2.71
763,MBS 2007-02,2007-04-24,2010-04,2.28
764,MBS 2007-02,2007-04-24,2010-03,2.76
765,MBS 2007-02,2007-04-24,2010-02,2.35
766,MBS 2007-02,2007-04-24,2010-01,1.16
767,MBS 2007-02,2007-04-24,2009-12,1.28
768,MBS 2007-02,2007-04-24,2009-11,1.31
769,MBS 2007-02,2007-04-24,2009-10,1.1
770,MBS 2007-02,2007-04-24,2009-09,1.26
771,MBS 2007-02,2007-04-24,2009-08,1.33
772,MBS 2007-02,2007-04-24,2009-07,1.66
773,MBS 2007-02,2007-04-24,2009-06,1.58
774,MBS 2007-02,2007-04-24,2009-05,1.54
775,MBS 2007-02,2007-04-24,2009-04,1.73
776,MBS 2007-02,2007-04-24,2009-03,1.3
777,MBS 2007-02,2007-04-24,2009-02,1.1
778,MBS 2007-02,2007-04-24,2009-01,0.67
779,MBS 2007-02,2007-04-24,2008-12,0.32
780,MBS 2007-02,2007-04-24,2008-11,0.41
781,MBS 2007-02,2007-04-24,2008-10,0.54
782,MBS 2007-02,2007-04-24,2008-09,0.48
783,MBS 2007-02,2007-04-24,2008-08,0.58
784,MBS 2007-02,2007-04-24,2008-07,0.95
785,MBS 2007-02,2007-04-24,2008-06,1.0
786,MBS 2007-02,2007-04-24,2008-05,0.99
787,MBS 2007-02,2007-04-24,2008-04,0.88
788,MBS 2007-02,2007-04-24,2008-03,0.92
789,MBS 2007-02,2007-04-24,2008-02,0.77
790,MBS 2007-02,2007-04-24,2008-01,0.69
791,MBS 2007-02,2007-04-24,2007-12,0.44
792,MBS 2007-02,2007-04-24,2007-11,0.35
793,MBS 2007-02,2007-04-24,2007-10,0.55
794,MBS 2007-02,2007-04-24,2007-09,0.25
795,MBS 2007-02,2007-04-24,2007-08,0.4
796,MBS 2007-02,2007-04-24,2007-07,0.24
797,MBS 2007-02,2007-04-24,2007-06,0.21
798,MBS 2007-02,2007-04-24,2007-05,0.42
799,MBS 2007-02,2007-04-24,2007-04,0.25
800,MBS 2007-01,2007-02-21,2010-12,3.49
801,MBS 2007-01,2007-02-21,2010-11,3.81
802,MBS 2007-01,2007-02-21,2010-10,3.06
803,MBS 2007-01,2007-02-21,2010-09,3.1
804,MBS 2007-01,2007-02-21,2010-08,2.3
805,MBS 2007-01,2007-02-21,2010-07,3.35
806,MBS 2007-01,2007-02-21,2010-06,2.6
807,MBS 2007-01,2007-02-21,2010-05,2.37
808,MBS 2007-01,2007-02-21,2010-04,2.61
809,MBS 2007-01,2007-02-21,2010-03,2.15
810,MBS 2007-01,2007-02-21,2010-02,2.18
811,MBS 2007-01,2007-02-21,2010-01,2.01
812,MBS 2007-01,2007-02-21,2009-12,1.94
813,MBS 2007-01,2007-02-21,2009-11,1.24
814,MBS 2007-01,2007-02-21,2009-10,1.6
815,MBS 2007-01,2007-02-21,2009-09,1.17
816,MBS 2007-01,2007-02-21,2009-08,1.18
817,MBS 2007-01,2007-02-21,2009-07,2.11
818,MBS 2007-01,2007-02-21,2009-06,1.91
819,MBS 2007-01,2007-02-21,2009-05,2.09
820,MBS 2007-01,2007-02-21,2009-04,1.62
821,MBS 2007-01,2007-02-21,2009-03,1.44
822,MBS 2007-01,2007-02-21,2009-02,1.0
823,MBS 2007-01,2007-02-21,2009-01,0.58
824,MBS 2007-01,2007-02-21,2008-12,0.49
825,MBS 2007-01,2007-02-21,2008-11,0.53
826,MBS 2007-01,2007-02-21,2008-10,0.61
827,MBS 2007-01,2007-02-21,2008-09,0.63
828,MBS 2007-01,2007-02-21,2008-08,0.72
829,MBS 2007-01,2007-02-21,2008-07,0.89
830,MBS 2007-01,2007-02-21,2008-06,0.9
831,MBS 2007-01,2007-02-21,2008-05,0.97
832,MBS 2007-01,2007-02-21,2008-04,1.0
833,MBS 2007-01,2007-02-21,2008-03,0.79
834,MBS 2007-01,2007-02-21,2008-02,0.54
835,MBS 2007-01,2007-02-21,2008-01,1.1
836,MBS 2007-01,2007-02-21,2007-12,1.02
837,MBS 2007-01,2007-02-21,2007-11,0.71
838,MBS 2007-01,2007-02-21,2007-10,0.63
839,MBS 2007-01,2007-02-21,2007-09,0.35
840,MBS 2007-01,2007-02-21,2007-08,0.45
841,MBS 2007-01,2007-02-21,2007-07,0.48
842,MBS 2007-01,2007-02-21,2007-06,0.37
843,MBS 2007-01,2007-02-21,2007-05,0.38
844,MBS 2007-01,2007-02-21,2007-04,0.36
845,MBS 2007-01,2007-02-21,2007-03,0.67
846,MBS 2007-01,2007-02-21,2007-02,0.44
847,MBS 2006-05,2006-12-15,2010-12,2.64
848,MBS 2006-05,2006-12-15,2010-11,3.47
849,MBS 2006-05,2006-12-15,2010-10,2.72
850,MBS 2006-05,2006-12-15,2010-09,2.85
851,MBS 2006-05,2006-12-15,2010-08,2.71
852,MBS 2006-05,2006-12-15,2010-07,3.07
853,MBS 2006-05,2006-12-15,2010-06,2.35
854,MBS 2006-05,2006-12-15,2010-05,2.48
855,MBS 2006-05,2006-12-15,2010-04,2.13
856,MBS 2006-05,2006-12-15,2010-03,2.17
857,MBS 2006-05,2006-12-15,2010-02,1.56
858,MBS 2006-05,2006-12-15,2010-01,1.84
859,MBS 2006-05,2006-12-15,2009-12,1.91
860,MBS 2006-05,2006-12-15,2009-11,2.33
861,MBS 2006-05,2006-12-15,2009-10,2.48
862,MBS 2006-05,2006-12-15,2009-09,1.52
863,MBS 2006-05,2006-12-15,2009-08,1.43
864,MBS 2006-05,2006-12-15,2009-07,1.46
865,MBS 2006-05,2006-12-15,2009-06,1.58
866,MBS 2006-05,2006-12-15,2009-05,1.57
867,MBS 2006-05,2006-12-15,2009-04,1.39
868,MBS 2006-05,2006-12-15,2009-03,1.17
869,MBS 2006-05,2006-12-15,2009-02,1.16
870,MBS 2006-05,2006-12-15,2009-01,0.6
871,MBS 2006-05,2006-12-15,2008-12,0.49
872,MBS 2006-05,2006-12-15,2008-11,0.55
873,MBS 2006-05,2006-12-15,2008-10,0.67
874,MBS 2006-05,2006-12-15,2008-09,0.64
875,MBS 2006-05,2006-12-15,2008-08,0.51
876,MBS 2006-05,2006-12-15,2008-07,0.67
877,MBS 2006-05,2006-12-15,2008-06,1.23
878,MBS 2006-05,2006-12-15,2008-05,0.87
879,MBS 2006-05,2006-12-15,2008-04,0.98
880,MBS 2006-05,2006-12-15,2008-03,0.63
881,MBS 2006-05,2006-12-15,2008-02,0.6
882,MBS 2006-05,2006-12-15,2008-01,0.48
883,MBS 2006-05,2006-12-15,2007-12,0.41
884,MBS 2006-05,2006-12-15,2007-11,1.19
885,MBS 2006-05,2006-12-15,2007-10,0.83
886,MBS 2006-05,2006-12-15,2007-09,0.86
887,MBS 2006-05,2006-12-15,2007-08,0.61
888,MBS 2006-05,2006-12-15,2007-07,0.66
889,MBS 2006-05,2006-12-15,2007-06,0.72
890,MBS 2006-05,2006-12-15,2007-05,0.55
891,MBS 2006-05,2006-12-15,2007-04,0.8
892,MBS 2006-05,2006-12-15,2007-03,0.56
893,MBS 2006-05,2006-12-15,2007-02,0.74
894,MBS 2006-05,2006-12-15,2007-01,0.66
895,MBS 2006-05,2006-12-15,2006-12,0.48
896,MBS 2006-04,2006-09-26,2010-12,2.72
897,MBS 2006-04,2006-09-26,2010-11,2.82
898,MBS 2006-04,2006-09-26,2010-10,2.73
899,MBS 2006-04,2006-09-26,2010-09,2.05
900,MBS 2006-04,2006-09-26,2010-08,2.98
901,MBS 2006-04,2006-09-26,2010-07,4.1
902,MBS 2006-04,2006-09-26,2010-06,2.2
903,MBS 2006-04,2006-09-26,2010-05,2.54
904,MBS 2006-04,2006-09-26,2010-04,2.31
905,MBS 2006-04,2006-09-26,2010-03,1.95
906,MBS 2006-04,2006-09-26,2010-02,1.44
907,MBS 2006-04,2006-09-26,2010-01,1.55
908,MBS 2006-04,2006-09-26,2009-12,1.4
909,MBS 2006-04,2006-09-26,2009-11,1.64
910,MBS 2006-04,2006-09-26,2009-10,2.91
911,MBS 2006-04,2006-09-26,2009-09,3.62
912,MBS 2006-04,2006-09-26,2009-08,3.01
913,MBS 2006-04,2006-09-26,2009-07,2.32
914,MBS 2006-04,2006-09-26,2009-06,2.02
915,MBS 2006-04,2006-09-26,2009-05,1.65
916,MBS 2006-04,2006-09-26,2009-04,1.71
917,MBS 2006-04,2006-09-26,2009-03,1.4
918,MBS 2006-04,2006-09-26,2009-02,1.08
919,MBS 2006-04,2006-09-26,2009-01,0.38
920,MBS 2006-04,2006-09-26,2008-12,0.44
921,MBS 2006-04,2006-09-26,2008-11,0.63
922,MBS 2006-04,2006-09-26,2008-10,0.64
923,MBS 2006-04,2006-09-26,2008-09,0.66
924,MBS 2006-04,2006-09-26,2008-08,0.8
925,MBS 2006-04,2006-09-26,2008-07,1.04
926,MBS 2006-04,2006-09-26,2008-06,1.13
927,MBS 2006-04,2006-09-26,2008-05,1.06
928,MBS 2006-04,2006-09-26,2008-04,0.65
929,MBS 2006-04,2006-09-26,2008-03,1.24
930,MBS 2006-04,2006-09-26,2008-02,0.94
931,MBS 2006-04,2006-09-26,2008-01,0.62
932,MBS 2006-04,2006-09-26,2007-12,0.55
933,MBS 2006-04,2006-09-26,2007-11,0.7
934,MBS 2006-04,2006-09-26,2007-10,1.13
935,MBS 2006-04,2006-09-26,2007-09,0.74
936,MBS 2006-04,2006-09-26,2007-08,1.15
937,MBS 2006-04,2006-09-26,2007-07,1.08
938,MBS 2006-04,2006-09-26,2007-06,1.1
939,MBS 2006-04,2006-09-26,2007-05,0.9
940,MBS 2006-04,2006-09-26,2007-04,0.93
941,MBS 2006-04,2006-09-26,2007-03,0.93
942,MBS 2006-04,2006-09-26,2007-02,0.72
943,MBS 2006-04,2006-09-26,2007-01,0.9
944,MBS 2006-04,2006-09-26,2006-12,1.25
945,MBS 2006-04,2006-09-26,2006-11,1.49
946,MBS 2006-04,2006-09-26,2006-10,0.58
947,MBS 2006-04,2006-09-26,2006-09,0.26
948,MBS 2006-03,2006-07-14,2010-12,3.4
949,MBS 2006-03,2006-07-14,2010-11,2.87
950,MBS 2006-03,2006-07-14,2010-10,1.95
951,MBS 2006-03,2006-07-14,2010-09,2.51
952,MBS 2006-03,2006-07-14,2010-08,2.05
953,MBS 2006-03,2006-07-14,2010-07,2.92
954,MBS 2006-03,2006-07-14,2010-06,2.73
955,MBS 2006-03,2006-07-14,2010-05,3.21
956,MBS 2006-03,2006-07-14,2010-04,3.27
957,MBS 2006-03,2006-07-14,2010-03,2.23
958,MBS 2006-03,2006-07-14,2010-02,1.71
959,MBS 2006-03,2006-07-14,2010-01,1.14
960,MBS 2006-03,2006-07-14,2009-12,1.36
961,MBS 2006-03,2006-07-14,2009-11,1.38
962,MBS 2006-03,2006-07-14,2009-10,2.45
963,MBS 2006-03,2006-07-14,2009-09,2.19
964,MBS 2006-03,2006-07-14,2009-08,2.45
965,MBS 2006-03,2006-07-14,2009-07,3.28
966,MBS 2006-03,2006-07-14,2009-06,2.41
967,MBS 2006-03,2006-07-14,2009-05,2.15
968,MBS 2006-03,2006-07-14,2009-04,2.44
969,MBS 2006-03,2006-07-14,2009-03,1.51
970,MBS 2006-03,2006-07-14,2009-02,1.43
971,MBS 2006-03,2006-07-14,2009-01,0.9
972,MBS 2006-03,2006-07-14,2008-12,0.41
973,MBS 2006-03,2006-07-14,2008-11,0.66
974,MBS 2006-03,2006-07-14,2008-10,0.72
975,MBS 2006-03,2006-07-14,2008-09,1.17
976,MBS 2006-03,2006-07-14,2008-08,1.2
977,MBS 2006-03,2006-07-14,2008-07,1.15
978,MBS 2006-03,2006-07-14,2008-06,1.25
979,MBS 2006-03,2006-07-14,2008-05,1.64
980,MBS 2006-03,2006-07-14,2008-04,1.15
981,MBS 2006-03,2006-07-14,2008-03,1.47
982,MBS 2006-03,2006-07-14,2008-02,0.78
983,MBS 2006-03,2006-07-14,2008-01,0.53
984,MBS 2006-03,2006-07-14,2007-12,1.19
985,MBS 2006-03,2006-07-14,2007-11,1.01
986,MBS 2006-03,2006-07-14,2007-10,1.47
987,MBS 2006-03,2006-07-14,2007-09,1.11
988,MBS 2006-03,2006-07-14,2007-08,1.28
989,MBS 2006-03,2006-07-14,2007-07,1.19
990,MBS 2006-03,2006-07-14,2007-06,1.29
991,MBS 2006-03,2006-07-14,2007-05,1.76
992,MBS 2006-03,2006-07-14,2007-04,1.96
993,MBS 2006-03,2006-07-14,2007-03,1.57
994,MBS 2006-03,2006-07-14,2007-02,1.45
995,MBS 2006-03,2006-07-14,2007-01,1.5
996,MBS 2006-03,2006-07-14,2006-12,1.33
997,MBS 2006-03,2006-07-14,2006-11,1.65
998,MBS 2006-03,2006-07-14,2006-10,0.7
999,MBS 2006-03,2006-07-14,2006-09,0.7
1000,MBS 2006-03,2006-07-14,2006-08,0.82
1001,MBS 2006-03,2006-07-14,2006-07,0.72
1002,MBS 2006-02,2006-03-30,2010-12,5.09
1003,MBS 2006-02,2006-03-30,2010-11,2.23
1004,MBS 2006-02,2006-03-30,2010-10,2.39
1005,MBS 2006-02,2006-03-30,2010-09,1.99
1006,MBS 2006-02,2006-03-30,2010-08,2.22
1007,MBS 2006-02,2006-03-30,2010-07,2.42
1008,MBS 2006-02,2006-03-30,2010-06,2.26
1009,MBS 2006-02,2006-03-30,2010-05,1.97
1010,MBS 2006-02,2006-03-30,2010-04,1.85
1011,MBS 2006-02,2006-03-30,2010-03,2.69
1012,MBS 2006-02,2006-03-30,2010-02,1.54
1013,MBS 2006-02,2006-03-30,2010-01,1.76
1014,MBS 2006-02,2006-03-30,2009-12,2.18
1015,MBS 2006-02,2006-03-30,2009-11,1.48
1016,MBS 2006-02,2006-03-30,2009-10,2.17
1017,MBS 2006-02,2006-03-30,2009-09,2.28
1018,MBS 2006-02,2006-03-30,2009-08,2.67
1019,MBS 2006-02,2006-03-30,2009-07,3.1
1020,MBS 2006-02,2006-03-30,2009-06,2.74
1021,MBS 2006-02,2006-03-30,2009-05,2.14
1022,MBS 2006-02,2006-03-30,2009-04,2.25
1023,MBS 2006-02,2006-03-30,2009-03,1.89
1024,MBS 2006-02,2006-03-30,2009-02,1.45
1025,MBS 2006-02,2006-03-30,2009-01,1.52
1026,MBS 2006-02,2006-03-30,2008-12,0.83
1027,MBS 2006-02,2006-03-30,2008-11,0.83
1028,MBS 2006-02,2006-03-30,2008-10,0.81
1029,MBS 2006-02,2006-03-30,2008-09,1.22
1030,MBS 2006-02,2006-03-30,2008-08,0.92
1031,MBS 2006-02,2006-03-30,2008-07,1.59
1032,MBS 2006-02,2006-03-30,2008-06,1.37
