발행일자,발행회차,만기전상환율,가중평균발행금리
2008-02-26,MBS 2008-01,0.44,5.66
2008-02-26,MBS 2008-01,0.71,5.66
2008-02-26,MBS 2008-01,0.9,5.66
2008-02-26,MBS 2008-01,0.69,5.66
2008-02-26,MBS 2008-01,0.76,5.66
2008-02-26,MBS 2008-01,0.86,5.66
2008-02-26,MBS 2008-01,0.72,5.66
2008-02-26,MBS 2008-01,0.83,5.66
2008-02-26,MBS 2008-01,0.52,5.66
2007-10-25,MBS 2007-06,3.57,5.86
2007-10-25,MBS 2007-06,5.04,5.86
2007-10-25,MBS 2007-06,4.7,5.86
2007-10-25,MBS 2007-06,4.27,5.86
2007-10-25,MBS 2007-06,4.79,5.86
2007-10-25,MBS 2007-06,3.96,5.86
2007-10-25,MBS 2007-06,2.18,5.86
2007-10-25,MBS 2007-06,1.83,5.86
2007-10-25,MBS 2007-06,2.21,5.86
2007-10-25,MBS 2007-06,1.64,5.86
2007-10-25,MBS 2007-06,1.25,5.86
2007-10-25,MBS 2007-06,1.27,5.86
2007-10-25,MBS 2007-06,1.5,5.86
2007-10-25,MBS 2007-06,1.48,5.86
2007-10-25,MBS 2007-06,2.12,5.86
2007-10-25,MBS 2007-06,1.38,5.86
2007-10-25,MBS 2007-06,1.35,5.86
2007-10-25,MBS 2007-06,1.83,5.86
2007-10-25,MBS 2007-06,1.43,5.86
2007-10-25,MBS 2007-06,1.72,5.86
2007-10-25,MBS 2007-06,1.38,5.86
2007-10-25,MBS 2007-06,1.64,5.86
2007-10-25,MBS 2007-06,1.24,5.86
2007-10-25,MBS 2007-06,0.66,5.86
2007-10-25,MBS 2007-06,0.4,5.86
2007-10-25,MBS 2007-06,0.3,5.86
2007-10-25,MBS 2007-06,0.39,5.86
2007-10-25,MBS 2007-06,0.87,5.86
2007-10-25,MBS 2007-06,1.15,5.86
2007-10-25,MBS 2007-06,1.0,5.86
2007-10-25,MBS 2007-06,0.73,5.86
2007-10-25,MBS 2007-06,0.6,5.86
2007-10-25,MBS 2007-06,0.67,5.86
2007-10-25,MBS 2007-06,0.87,5.86
2007-10-25,MBS 2007-06,0.37,5.86
2007-10-25,MBS 2007-06,0.3,5.86
2007-10-25,MBS 2007-06,0.35,5.86
2007-10-25,MBS 2007-06,0.6,5.86
2007-10-25,MBS 2007-06,0.24,5.86
2007-09-20,MBS 2007-05,3.59,5.73
2007-09-20,MBS 2007-05,3.89,5.73
2007-09-20,MBS 2007-05,2.6,5.73
2007-09-20,MBS 2007-05,2.67,5.73
2007-09-20,MBS 2007-05,4.89,5.73
2007-09-20,MBS 2007-05,5.07,5.73
2007-09-20,MBS 2007-05,3.36,5.73
2007-09-20,MBS 2007-05,1.99,5.73
2007-09-20,MBS 2007-05,1.28,5.73
2007-09-20,MBS 2007-05,1.76,5.73
2007-09-20,MBS 2007-05,1.49,5.73
2007-09-20,MBS 2007-05,1.04,5.73
2007-09-20,MBS 2007-05,1.43,5.73
2007-09-20,MBS 2007-05,1.01,5.73
2007-09-20,MBS 2007-05,1.39,5.73
2007-09-20,MBS 2007-05,1.76,5.73
2007-09-20,MBS 2007-05,1.87,5.73
2007-09-20,MBS 2007-05,1.78,5.73
2007-09-20,MBS 2007-05,1.75,5.73
2007-09-20,MBS 2007-05,1.47,5.73
2007-09-20,MBS 2007-05,1.27,5.73
2007-09-20,MBS 2007-05,1.38,5.73
2007-09-20,MBS 2007-05,1.14,5.73
2007-09-20,MBS 2007-05,0.67,5.73
2007-09-20,MBS 2007-05,0.41,5.73
2007-09-20,MBS 2007-05,0.44,5.73
2007-09-20,MBS 2007-05,0.51,5.73
2007-09-20,MBS 2007-05,0.77,5.73
2007-09-20,MBS 2007-05,0.83,5.73
2007-09-20,MBS 2007-05,1.39,5.73
2007-09-20,MBS 2007-05,0.63,5.73
2007-09-20,MBS 2007-05,0.83,5.73
2007-09-20,MBS 2007-05,0.75,5.73
2007-09-20,MBS 2007-05,0.54,5.73
2007-09-20,MBS 2007-05,0.41,5.73
2007-09-20,MBS 2007-05,0.38,5.73
2007-09-20,MBS 2007-05,0.32,5.73
2007-09-20,MBS 2007-05,0.38,5.73
2007-09-20,MBS 2007-05,0.56,5.73
2007-09-20,MBS 2007-05,0.15,5.73
2007-08-23,MBS 2007-04,3.65,5.52
2007-08-23,MBS 2007-04,3.75,5.52
2007-08-23,MBS 2007-04,2.7,5.52
2007-08-23,MBS 2007-04,2.44,5.52
2007-08-23,MBS 2007-04,2.63,5.52
2007-08-23,MBS 2007-04,4.85,5.52
2007-08-23,MBS 2007-04,3.98,5.52
2007-08-23,MBS 2007-04,3.36,5.52
2007-08-23,MBS 2007-04,2.53,5.52
2007-08-23,MBS 2007-04,2.12,5.52
2007-08-23,MBS 2007-04,1.55,5.52
2007-08-23,MBS 2007-04,1.35,5.52
2007-08-23,MBS 2007-04,1.34,5.52
2007-08-23,MBS 2007-04,1.24,5.52
2007-08-23,MBS 2007-04,1.48,5.52
2007-08-23,MBS 2007-04,1.25,5.52
2007-08-23,MBS 2007-04,1.94,5.52
2007-08-23,MBS 2007-04,1.52,5.52
2007-08-23,MBS 2007-04,1.69,5.52
2007-08-23,MBS 2007-04,1.51,5.52
2007-08-23,MBS 2007-04,1.75,5.52
2007-08-23,MBS 2007-04,1.8,5.52
2007-08-23,MBS 2007-04,0.87,5.52
2007-08-23,MBS 2007-04,0.62,5.52
2007-08-23,MBS 2007-04,0.46,5.52
2007-08-23,MBS 2007-04,0.53,5.52
2007-08-23,MBS 2007-04,0.52,5.52
2007-08-23,MBS 2007-04,0.56,5.52
2007-08-23,MBS 2007-04,0.62,5.52
2007-08-23,MBS 2007-04,1.18,5.52
2007-08-23,MBS 2007-04,1.51,5.52
2007-08-23,MBS 2007-04,0.94,5.52
2007-08-23,MBS 2007-04,0.65,5.52
2007-08-23,MBS 2007-04,0.6,5.52
2007-08-23,MBS 2007-04,0.38,5.52
2007-08-23,MBS 2007-04,0.43,5.52
2007-08-23,MBS 2007-04,0.52,5.52
2007-08-23,MBS 2007-04,0.56,5.52
2007-08-23,MBS 2007-04,0.6,5.52
2007-08-23,MBS 2007-04,0.34,5.52
2007-08-23,MBS 2007-04,0.06,5.52
2007-07-11,MBS 2007-03,2.98,5.7
2007-07-11,MBS 2007-03,3.37,5.7
2007-07-11,MBS 2007-03,2.79,5.7
2007-07-11,MBS 2007-03,2.64,5.7
2007-07-11,MBS 2007-03,2.22,5.7
2007-07-11,MBS 2007-03,3.19,5.7
2007-07-11,MBS 2007-03,2.81,5.7
2007-07-11,MBS 2007-03,2.96,5.7
2007-07-11,MBS 2007-03,3.12,5.7
2007-07-11,MBS 2007-03,2.43,5.7
2007-07-11,MBS 2007-03,1.4,5.7
2007-07-11,MBS 2007-03,0.96,5.7
2007-07-11,MBS 2007-03,1.48,5.7
2007-07-11,MBS 2007-03,1.22,5.7
2007-07-11,MBS 2007-03,1.56,5.7
2007-07-11,MBS 2007-03,1.65,5.7
2007-07-11,MBS 2007-03,1.99,5.7
2007-07-11,MBS 2007-03,1.85,5.7
2007-07-11,MBS 2007-03,1.57,5.7
2007-07-11,MBS 2007-03,1.87,5.7
2007-07-11,MBS 2007-03,1.6,5.7
2007-07-11,MBS 2007-03,1.6,5.7
2007-07-11,MBS 2007-03,1.04,5.7
2007-07-11,MBS 2007-03,0.66,5.7
2007-07-11,MBS 2007-03,0.46,5.7
2007-07-11,MBS 2007-03,0.42,5.7
2007-07-11,MBS 2007-03,0.84,5.7
2007-07-11,MBS 2007-03,0.72,5.7
2007-07-11,MBS 2007-03,0.51,5.7
2007-07-11,MBS 2007-03,1.02,5.7
2007-07-11,MBS 2007-03,1.05,5.7
2007-07-11,MBS 2007-03,1.12,5.7
2007-07-11,MBS 2007-03,1.23,5.7
2007-07-11,MBS 2007-03,1.17,5.7
2007-07-11,MBS 2007-03,0.54,5.7
2007-07-11,MBS 2007-03,0.61,5.7
2007-07-11,MBS 2007-03,0.47,5.7
2007-07-11,MBS 2007-03,0.57,5.7
2007-07-11,MBS 2007-03,0.51,5.7
2007-07-11,MBS 2007-03,0.35,5.7
2007-07-11,MBS 2007-03,0.43,5.7
2007-07-11,MBS 2007-03,0.2,5.7
2007-04-24,MBS 2007-02,3.3,5.27
2007-04-24,MBS 2007-02,3.76,5.27
2007-04-24,MBS 2007-02,1.63,5.27
2007-04-24,MBS 2007-02,1.38,5.27
2007-04-24,MBS 2007-02,2.48,5.27
2007-04-24,MBS 2007-02,2.73,5.27
2007-04-24,MBS 2007-02,2.14,5.27
2007-04-24,MBS 2007-02,2.71,5.27
2007-04-24,MBS 2007-02,2.28,5.27
2007-04-24,MBS 2007-02,2.76,5.27
2007-04-24,MBS 2007-02,2.35,5.27
2007-04-24,MBS 2007-02,1.16,5.27
2007-04-24,MBS 2007-02,1.28,5.27
2007-04-24,MBS 2007-02,1.31,5.27
2007-04-24,MBS 2007-02,1.1,5.27
2007-04-24,MBS 2007-02,1.26,5.27
2007-04-24,MBS 2007-02,1.33,5.27
2007-04-24,MBS 2007-02,1.66,5.27
2007-04-24,MBS 2007-02,1.58,5.27
2007-04-24,MBS 2007-02,1.54,5.27
2007-04-24,MBS 2007-02,1.73,5.27
2007-04-24,MBS 2007-02,1.3,5.27
2007-04-24,MBS 2007-02,1.1,5.27
2007-04-24,MBS 2007-02,0.67,5.27
2007-04-24,MBS 2007-02,0.32,5.27
2007-04-24,MBS 2007-02,0.41,5.27
2007-04-24,MBS 2007-02,0.54,5.27
2007-04-24,MBS 2007-02,0.48,5.27
2007-04-24,MBS 2007-02,0.58,5.27
2007-04-24,MBS 2007-02,0.95,5.27
2007-04-24,MBS 2007-02,1.0,5.27
2007-04-24,MBS 2007-02,0.99,5.27
2007-04-24,MBS 2007-02,0.88,5.27
2007-04-24,MBS 2007-02,0.92,5.27
2007-04-24,MBS 2007-02,0.77,5.27
2007-04-24,MBS 2007-02,0.69,5.27
2007-04-24,MBS 2007-02,0.44,5.27
2007-04-24,MBS 2007-02,0.35,5.27
2007-04-24,MBS 2007-02,0.55,5.27
2007-04-24,MBS 2007-02,0.25,5.27
2007-04-24,MBS 2007-02,0.4,5.27
2007-04-24,MBS 2007-02,0.24,5.27
2007-04-24,MBS 2007-02,0.21,5.27
2007-04-24,MBS 2007-02,0.42,5.27
2007-04-24,MBS 2007-02,0.25,5.27
2007-02-21,MBS 2007-01,3.49,5.17
2007-02-21,MBS 2007-01,3.81,5.17
2007-02-21,MBS 2007-01,3.06,5.17
2007-02-21,MBS 2007-01,3.1,5.17
2007-02-21,MBS 2007-01,2.3,5.17
2007-02-21,MBS 2007-01,3.35,5.17
2007-02-21,MBS 2007-01,2.6,5.17
2007-02-21,MBS 2007-01,2.37,5.17
2007-02-21,MBS 2007-01,2.61,5.17
2007-02-21,MBS 2007-01,2.15,5.17
2007-02-21,MBS 2007-01,2.18,5.17
2007-02-21,MBS 2007-01,2.01,5.17
2007-02-21,MBS 2007-01,1.94,5.17
2007-02-21,MBS 2007-01,1.24,5.17
2007-02-21,MBS 2007-01,1.6,5.17
2007-02-21,MBS 2007-01,1.17,5.17
2007-02-21,MBS 2007-01,1.18,5.17
2007-02-21,MBS 2007-01,2.11,5.17
2007-02-21,MBS 2007-01,1.91,5.17
2007-02-21,MBS 2007-01,2.09,5.17
2007-02-21,MBS 2007-01,1.62,5.17
2007-02-21,MBS 2007-01,1.44,5.17
2007-02-21,MBS 2007-01,1.0,5.17
2007-02-21,MBS 2007-01,0.58,5.17
2007-02-21,MBS 2007-01,0.49,5.17
2007-02-21,MBS 2007-01,0.53,5.17
2007-02-21,MBS 2007-01,0.61,5.17
2007-02-21,MBS 2007-01,0.63,5.17
2007-02-21,MBS 2007-01,0.72,5.17
2007-02-21,MBS 2007-01,0.89,5.17
2007-02-21,MBS 2007-01,0.9,5.17
2007-02-21,MBS 2007-01,0.97,5.17
2007-02-21,MBS 2007-01,1.0,5.17
2007-02-21,MBS 2007-01,0.79,5.17
2007-02-21,MBS 2007-01,0.54,5.17
2007-02-21,MBS 2007-01,1.1,5.17
2007-02-21,MBS 2007-01,1.02,5.17
2007-02-21,MBS 2007-01,0.71,5.17
2007-02-21,MBS 2007-01,0.63,5.17
2007-02-21,MBS 2007-01,0.35,5.17
2007-02-21,MBS 2007-01,0.45,5.17
2007-02-21,MBS 2007-01,0.48,5.17
2007-02-21,MBS 2007-01,0.37,5.17
2007-02-21,MBS 2007-01,0.38,5.17
2007-02-21,MBS 2007-01,0.36,5.17
2007-02-21,MBS 2007-01,0.67,5.17
2007-02-21,MBS 2007-01,0.44,5.17
2006-12-15,MBS 2006-05,2.64,5.09
2006-12-15,MBS 2006-05,3.47,5.09
2006-12-15,MBS 2006-05,2.72,5.09
2006-12-15,MBS 2006-05,2.85,5.09
2006-12-15,MBS 2006-05,2.71,5.09
2006-12-15,MBS 2006-05,3.07,5.09
2006-12-15,MBS 2006-05,2.35,5.09
2006-12-15,MBS 2006-05,2.48,5.09
2006-12-15,MBS 2006-05,2.13,5.09
2006-12-15,MBS 2006-05,2.17,5.09
2006-12-15,MBS 2006-05,1.56,5.09
2006-12-15,MBS 2006-05,1.84,5.09
2006-12-15,MBS 2006-05,1.91,5.09
2006-12-15,MBS 2006-05,2.33,5.09
2006-12-15,MBS 2006-05,2.48,5.09
2006-12-15,MBS 2006-05,1.52,5.09
2006-12-15,MBS 2006-05,1.43,5.09
2006-12-15,MBS 2006-05,1.46,5.09
2006-12-15,MBS 2006-05,1.58,5.09
2006-12-15,MBS 2006-05,1.57,5.09
2006-12-15,MBS 2006-05,1.39,5.09
2006-12-15,MBS 2006-05,1.17,5.09
2006-12-15,MBS 2006-05,1.16,5.09
2006-12-15,MBS 2006-05,0.6,5.09
2006-12-15,MBS 2006-05,0.49,5.09
2006-12-15,MBS 2006-05,0.55,5.09
2006-12-15,MBS 2006-05,0.67,5.09
2006-12-15,MBS 2006-05,0.64,5.09
2006-12-15,MBS 2006-05,0.51,5.09
2006-12-15,MBS 2006-05,0.67,5.09
2006-12-15,MBS 2006-05,1.23,5.09
2006-12-15,MBS 2006-05,0.87,5.09
2006-12-15,MBS 2006-05,0.98,5.09
2006-12-15,MBS 2006-05,0.63,5.09
2006-12-15,MBS 2006-05,0.6,5.09
2006-12-15,MBS 2006-05,0.48,5.09
2006-12-15,MBS 2006-05,0.41,5.09
2006-12-15,MBS 2006-05,1.19,5.09
2006-12-15,MBS 2006-05,0.83,5.09
2006-12-15,MBS 2006-05,0.86,5.09
2006-12-15,MBS 2006-05,0.61,5.09
2006-12-15,MBS 2006-05,0.66,5.09
2006-12-15,MBS 2006-05,0.72,5.09
2006-12-15,MBS 2006-05,0.55,5.09
2006-12-15,MBS 2006-05,0.8,5.09
2006-12-15,MBS 2006-05,0.56,5.09
2006-12-15,MBS 2006-05,0.74,5.09
2006-12-15,MBS 2006-05,0.66,5.09
2006-12-15,MBS 2006-05,0.48,5.09
2006-09-26,MBS 2006-04,2.72,5.02
2006-09-26,MBS 2006-04,2.82,5.02
2006-09-26,MBS 2006-04,2.73,5.02
2006-09-26,MBS 2006-04,2.05,5.02
2006-09-26,MBS 2006-04,2.98,5.02
2006-09-26,MBS 2006-04,4.1,5.02
2006-09-26,MBS 2006-04,2.2,5.02
2006-09-26,MBS 2006-04,2.54,5.02
2006-09-26,MBS 2006-04,2.31,5.02
2006-09-26,MBS 2006-04,1.95,5.02
2006-09-26,MBS 2006-04,1.44,5.02
2006-09-26,MBS 2006-04,1.55,5.02
2006-09-26,MBS 2006-04,1.4,5.02
2006-09-26,MBS 2006-04,1.64,5.02
2006-09-26,MBS 2006-04,2.91,5.02
2006-09-26,MBS 2006-04,3.62,5.02
2006-09-26,MBS 2006-04,3.01,5.02
2006-09-26,MBS 2006-04,2.32,5.02
2006-09-26,MBS 2006-04,2.02,5.02
2006-09-26,MBS 2006-04,1.65,5.02
2006-09-26,MBS 2006-04,1.71,5.02
2006-09-26,MBS 2006-04,1.4,5.02
2006-09-26,MBS 2006-04,1.08,5.02
2006-09-26,MBS 2006-04,0.38,5.02
2006-09-26,MBS 2006-04,0.44,5.02
2006-09-26,MBS 2006-04,0.63,5.02
2006-09-26,MBS 2006-04,0.64,5.02
2006-09-26,MBS 2006-04,0.66,5.02
2006-09-26,MBS 2006-04,0.8,5.02
2006-09-26,MBS 2006-04,1.04,5.02
2006-09-26,MBS 2006-04,1.13,5.02
2006-09-26,MBS 2006-04,1.06,5.02
2006-09-26,MBS 2006-04,0.65,5.02
2006-09-26,MBS 2006-04,1.24,5.02
2006-09-26,MBS 2006-04,0.94,5.02
2006-09-26,MBS 2006-04,0.62,5.02
2006-09-26,MBS 2006-04,0.55,5.02
2006-09-26,MBS 2006-04,0.7,5.02
2006-09-26,MBS 2006-04,1.13,5.02
2006-09-26,MBS 2006-04,0.74,5.02
2006-09-26,MBS 2006-04,1.15,5.02
2006-09-26,MBS 2006-04,1.08,5.02
2006-09-26,MBS 2006-04,1.1,5.02
2006-09-26,MBS 2006-04,0.9,5.02
2006-09-26,MBS 2006-04,0.93,5.02
2006-09-26,MBS 2006-04,0.93,5.02
2006-09-26,MBS 2006-04,0.72,5.02
2006-09-26,MBS 2006-04,0.9,5.02
2006-09-26,MBS 2006-04,1.25,5.02
2006-09-26,MBS 2006-04,1.49,5.02
2006-09-26,MBS 2006-04,0.58,5.02
2006-09-26,MBS 2006-04,0.26,5.02
2006-07-14,MBS 2006-03,3.4,5.4
2006-07-14,MBS 2006-03,2.87,5.4
2006-07-14,MBS 2006-03,1.95,5.4
2006-07-14,MBS 2006-03,2.51,5.4
2006-07-14,MBS 2006-03,2.05,5.4
2006-07-14,MBS 2006-03,2.92,5.4
2006-07-14,MBS 2006-03,2.73,5.4
2006-07-14,MBS 2006-03,3.21,5.4
2006-07-14,MBS 2006-03,3.27,5.4
2006-07-14,MBS 2006-03,2.23,5.4
2006-07-14,MBS 2006-03,1.71,5.4
2006-07-14,MBS 2006-03,1.14,5.4
2006-07-14,MBS 2006-03,1.36,5.4
2006-07-14,MBS 2006-03,1.38,5.4
2006-07-14,MBS 2006-03,2.45,5.4
2006-07-14,MBS 2006-03,2.19,5.4
2006-07-14,MBS 2006-03,2.45,5.4
2006-07-14,MBS 2006-03,3.28,5.4
2006-07-14,MBS 2006-03,2.41,5.4
2006-07-14,MBS 2006-03,2.15,5.4
2006-07-14,MBS 2006-03,2.44,5.4
2006-07-14,MBS 2006-03,1.51,5.4
2006-07-14,MBS 2006-03,1.43,5.4
2006-07-14,MBS 2006-03,0.9,5.4
2006-07-14,MBS 2006-03,0.41,5.4
2006-07-14,MBS 2006-03,0.66,5.4
2006-07-14,MBS 2006-03,0.72,5.4
2006-07-14,MBS 2006-03,1.17,5.4
2006-07-14,MBS 2006-03,1.2,5.4
2006-07-14,MBS 2006-03,1.15,5.4
2006-07-14,MBS 2006-03,1.25,5.4
2006-07-14,MBS 2006-03,1.64,5.4
2006-07-14,MBS 2006-03,1.15,5.4
2006-07-14,MBS 2006-03,1.47,5.4
2006-07-14,MBS 2006-03,0.78,5.4
2006-07-14,MBS 2006-03,0.53,5.4
2006-07-14,MBS 2006-03,1.19,5.4
2006-07-14,MBS 2006-03,1.01,5.4
2006-07-14,MBS 2006-03,1.47,5.4
2006-07-14,MBS 2006-03,1.11,5.4
2006-07-14,MBS 2006-03,1.28,5.4
2006-07-14,MBS 2006-03,1.19,5.4
2006-07-14,MBS 2006-03,1.29,5.4
2006-07-14,MBS 2006-03,1.76,5.4
2006-07-14,MBS 2006-03,1.96,5.4
2006-07-14,MBS 2006-03,1.57,5.4
2006-07-14,MBS 2006-03,1.45,5.4
2006-07-14,MBS 2006-03,1.5,5.4
2006-07-14,MBS 2006-03,1.33,5.4
2006-07-14,MBS 2006-03,1.65,5.4
2006-07-14,MBS 2006-03,0.7,5.4
2006-07-14,MBS 2006-03,0.7,5.4
2006-07-14,MBS 2006-03,0.82,5.4
2006-07-14,MBS 2006-03,0.72,5.4
2006-03-30,MBS 2006-02,5.09,5.62
2006-03-30,MBS 2006-02,2.23,5.62
2006-03-30,MBS 2006-02,2.39,5.62
2006-03-30,MBS 2006-02,1.99,5.62
2006-03-30,MBS 2006-02,2.22,5.62
2006-03-30,MBS 2006-02,2.42,5.62
2006-03-30,MBS 2006-02,2.26,5.62
2006-03-30,MBS 2006-02,1.97,5.62
2006-03-30,MBS 2006-02,1.85,5.62
2006-03-30,MBS 2006-02,2.69,5.62
2006-03-30,MBS 2006-02,1.54,5.62
2006-03-30,MBS 2006-02,1.76,5.62
2006-03-30,MBS 2006-02,2.18,5.62
2006-03-30,MBS 2006-02,1.48,5.62
2006-03-30,MBS 2006-02,2.17,5.62
2006-03-30,MBS 2006-02,2.28,5.62
2006-03-30,MBS 2006-02,2.67,5.62
2006-03-30,MBS 2006-02,3.1,5.62
2006-03-30,MBS 2006-02,2.74,5.62
2006-03-30,MBS 2006-02,2.14,5.62
2006-03-30,MBS 2006-02,2.25,5.62
2006-03-30,MBS 2006-02,1.89,5.62
2006-03-30,MBS 2006-02,1.45,5.62
2006-03-30,MBS 2006-02,1.52,5.62
2006-03-30,MBS 2006-02,0.83,5.62
2006-03-30,MBS 2006-02,0.83,5.62
2006-03-30,MBS 2006-02,0.81,5.62
2006-03-30,MBS 2006-02,1.22,5.62
2006-03-30,MBS 2006-02,0.92,5.62
2006-03-30,MBS 2006-02,1.59,5.62
2006-03-30,MBS 2006-02,1.37,5.62
2006-03-30,MBS 2006-02,1.69,5.62
2006-03-30,MBS 2006-02,1.4,5.62
2006-03-30,MBS 2006-02,0.99,5.62
2006-03-30,MBS 2006-02,1.23,5.62
2006-03-30,MBS 2006-02,0.81,5.62
2006-03-30,MBS 2006-02,1.16,5.62
2006-03-30,MBS 2006-02,1.21,5.62
2006-03-30,MBS 2006-02,1.73,5.62
2006-03-30,MBS 2006-02,1.49,5.62
2006-03-30,MBS 2006-02,2.49,5.62
2006-03-30,MBS 2006-02,1.73,5.62
2006-03-30,MBS 2006-02,1.39,5.62
2006-03-30,MBS 2006-02,1.77,5.62
2006-03-30,MBS 2006-02,1.79,5.62
2006-03-30,MBS 2006-02,1.28,5.62
2006-03-30,MBS 2006-02,1.46,5.62
2006-03-30,MBS 2006-02,2.03,5.62
2006-03-30,MBS 2006-02,2.21,5.62
2006-03-30,MBS 2006-02,1.76,5.62
2006-03-30,MBS 2006-02,1.07,5.62
2006-03-30,MBS 2006-02,1.06,5.62
2006-03-30,MBS 2006-02,0.79,5.62
2006-03-30,MBS 2006-02,0.88,5.62
2006-03-30,MBS 2006-02,1.27,5.62
2006-03-30,MBS 2006-02,1.1,5.62
2006-03-30,MBS 2006-02,0.95,5.62
2006-01-26,MBS 2006-01,4.88,5.72
2006-01-26,MBS 2006-01,5.68,5.72
2006-01-26,MBS 2006-01,3.35,5.72
2006-01-26,MBS 2006-01,1.94,5.72
2006-01-26,MBS 2006-01,2.59,5.72
2006-01-26,MBS 2006-01,2.32,5.72
2006-01-26,MBS 2006-01,1.84,5.72
2006-01-26,MBS 2006-01,1.89,5.72
2006-01-26,MBS 2006-01,2.05,5.72
2006-01-26,MBS 2006-01,2.29,5.72
2006-01-26,MBS 2006-01,2.06,5.72
2006-01-26,MBS 2006-01,1.85,5.72
2006-01-26,MBS 2006-01,2.16,5.72
2006-01-26,MBS 2006-01,1.72,5.72
2006-01-26,MBS 2006-01,1.84,5.72
2006-01-26,MBS 2006-01,1.79,5.72
2006-01-26,MBS 2006-01,2.08,5.72
2006-01-26,MBS 2006-01,2.26,5.72
2006-01-26,MBS 2006-01,2.56,5.72
2006-01-26,MBS 2006-01,2.06,5.72
2006-01-26,MBS 2006-01,2.38,5.72
2006-01-26,MBS 2006-01,2.41,5.72
2006-01-26,MBS 2006-01,1.86,5.72
2006-01-26,MBS 2006-01,1.18,5.72
2006-01-26,MBS 2006-01,0.65,5.72
2006-01-26,MBS 2006-01,1.03,5.72
2006-01-26,MBS 2006-01,1.71,5.72
2006-01-26,MBS 2006-01,1.27,5.72
2006-01-26,MBS 2006-01,1.15,5.72
2006-01-26,MBS 2006-01,1.35,5.72
2006-01-26,MBS 2006-01,1.57,5.72
2006-01-26,MBS 2006-01,1.23,5.72
2006-01-26,MBS 2006-01,1.03,5.72
2006-01-26,MBS 2006-01,1.53,5.72
2006-01-26,MBS 2006-01,1.04,5.72
2006-01-26,MBS 2006-01,1.22,5.72
2006-01-26,MBS 2006-01,1.3,5.72
2006-01-26,MBS 2006-01,1.72,5.72
2006-01-26,MBS 2006-01,1.17,5.72
2006-01-26,MBS 2006-01,0.82,5.72
2006-01-26,MBS 2006-01,1.25,5.72
2006-01-26,MBS 2006-01,1.42,5.72
2006-01-26,MBS 2006-01,1.1,5.72
2006-01-26,MBS 2006-01,1.43,5.72
2006-01-26,MBS 2006-01,0.99,5.72
2006-01-26,MBS 2006-01,1.19,5.72
2006-01-26,MBS 2006-01,1.26,5.72
2006-01-26,MBS 2006-01,1.54,5.72
2006-01-26,MBS 2006-01,1.92,5.72
2006-01-26,MBS 2006-01,2.79,5.72
2006-01-26,MBS 2006-01,1.62,5.72
2006-01-26,MBS 2006-01,1.59,5.72
2006-01-26,MBS 2006-01,1.17,5.72
2006-01-26,MBS 2006-01,1.11,5.72
2006-01-26,MBS 2006-01,1.11,5.72
2006-01-26,MBS 2006-01,0.97,5.72
2006-01-26,MBS 2006-01,1.17,5.72
2006-01-26,MBS 2006-01,0.69,5.72
2006-01-26,MBS 2006-01,1.0,5.72
2005-11-10,MBS 2005-09,4.39,5.87
2005-11-10,MBS 2005-09,5.01,5.87
2005-11-10,MBS 2005-09,4.19,5.87
2005-11-10,MBS 2005-09,4.75,5.87
2005-11-10,MBS 2005-09,1.55,5.87
2005-11-10,MBS 2005-09,1.65,5.87
2005-11-10,MBS 2005-09,2.14,5.87
2005-11-10,MBS 2005-09,2.0,5.87
2005-11-10,MBS 2005-09,1.81,5.87
2005-11-10,MBS 2005-09,2.01,5.87
2005-11-10,MBS 2005-09,1.55,5.87
2005-11-10,MBS 2005-09,0.96,5.87
2005-11-10,MBS 2005-09,2.36,5.87
2005-11-10,MBS 2005-09,2.67,5.87
2005-11-10,MBS 2005-09,2.43,5.87
2005-11-10,MBS 2005-09,1.9,5.87
2005-11-10,MBS 2005-09,2.07,5.87
2005-11-10,MBS 2005-09,2.33,5.87
2005-11-10,MBS 2005-09,2.41,5.87
2005-11-10,MBS 2005-09,2.52,5.87
2005-11-10,MBS 2005-09,2.19,5.87
2005-11-10,MBS 2005-09,1.83,5.87
2005-11-10,MBS 2005-09,1.38,5.87
2005-11-10,MBS 2005-09,0.97,5.87
2005-11-10,MBS 2005-09,0.87,5.87
2005-11-10,MBS 2005-09,1.01,5.87
2005-11-10,MBS 2005-09,1.37,5.87
2005-11-10,MBS 2005-09,1.76,5.87
2005-11-10,MBS 2005-09,1.37,5.87
2005-11-10,MBS 2005-09,0.99,5.87
2005-11-10,MBS 2005-09,1.01,5.87
2005-11-10,MBS 2005-09,1.08,5.87
2005-11-10,MBS 2005-09,0.98,5.87
2005-11-10,MBS 2005-09,1.08,5.87
2005-11-10,MBS 2005-09,1.17,5.87
2005-11-10,MBS 2005-09,0.82,5.87
2005-11-10,MBS 2005-09,1.01,5.87
2005-11-10,MBS 2005-09,1.45,5.87
2005-11-10,MBS 2005-09,1.54,5.87
2005-11-10,MBS 2005-09,1.01,5.87
2005-11-10,MBS 2005-09,0.96,5.87
2005-11-10,MBS 2005-09,0.82,5.87
2005-11-10,MBS 2005-09,1.37,5.87
2005-11-10,MBS 2005-09,1.83,5.87
2005-11-10,MBS 2005-09,1.56,5.87
2005-11-10,MBS 2005-09,1.15,5.87
2005-11-10,MBS 2005-09,1.29,5.87
2005-11-10,MBS 2005-09,1.16,5.87
